"","id","name","sex","age","height","weight","team","noc","games","year","season","city","sport","event","medal","gold","sex_c","event_gender"
"67",15406,"Kristina Brring-Sprehe","F",25,168,54,"Germany","GER","2012 Summer",2012,"Summer","London","Equestrianism","Equestrianism  Dressage, Team","Silver",0,0.5,"Mixed"
"68",15406,"Kristina Brring-Sprehe","F",29,168,54,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism  Dressage, Individual","Bronze",0,0.5,"Mixed"
"69",15406,"Kristina Brring-Sprehe","F",29,168,54,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism  Dressage, Team","Gold",1,0.5,"Mixed"
"70",15537,"Jason Brown","M",19,170,61,"United States","USA","2014 Winter",2014,"Winter","Sochi","Figure Skating","Figure Skating  Team","Bronze",0,-0.5,"Mixed"
"71",15693,"Kurt Brugger","M",24,185,86,"Italy-1","ITA","1994 Winter",1994,"Winter","Lillehammer","Luge","Luge  (Men)'s Doubles","Gold",1,-0.5,"Mixed"
"72",15882,"Michael Carl ""Mike"" Bryan","M",34,191,87,"United States-1","USA","2012 Summer",2012,"Summer","London","Tennis","Tennis  Doubles","Bronze",0,-0.5,"Mixed"
"73",16424,"Darren Bundock","M",29,180,70,"Australia","AUS","2000 Summer",2000,"Summer","Sydney","Sailing","Sailing  Multihull","Silver",0,-0.5,"Mixed"
"74",16424,"Darren Bundock","M",37,180,70,"Australia","AUS","2008 Summer",2008,"Summer","Beijing","Sailing","Sailing  Multihull","Silver",0,-0.5,"Mixed"
"75",16717,"Leslie Michele Burr-Howard (-Leneghan-)","F",39,167,55,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Equestrianism","Equestrianism  Jumping, Team","Silver",0,0.5,"Mixed"
"76",16759,"Christopher Burton","M",34,180,70,"Australia","AUS","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism  Three-Day Event, Team","Bronze",0,-0.5,"Mixed"
"77",18029,"Nadine Capellmann (-Biffar-)","F",35,166,51,"Germany","GER","2000 Summer",2000,"Summer","Sydney","Equestrianism","Equestrianism  Dressage, Team","Gold",1,0.5,"Mixed"
"78",18029,"Nadine Capellmann (-Biffar-)","F",43,166,51,"Elvis Va","GER","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Dressage, Team","Gold",1,0.5,"Mixed"
"79",18500,"Cecilia Carranza Saroli","F",29,164,63,"Argentina","ARG","2016 Summer",2016,"Summer","Rio de Janeiro","Sailing","Sailing  Multihull","Gold",1,0.5,"Mixed"
"80",18913,"Marissa Castelli","F",23,152,48,"United States","USA","2014 Winter",2014,"Winter","Sochi","Figure Skating","Figure Skating  Team","Bronze",0,0.5,"Mixed"
"81",19695,"Patrick Lewis Chan","M",23,168,67,"Canada","CAN","2014 Winter",2014,"Winter","Sochi","Figure Skating","Figure Skating  Team","Silver",0,-0.5,"Mixed"
"82",19696,"Chan Peng Soon","M",28,175,68,"Malaysia","MAS","2016 Summer",2016,"Summer","Rio de Janeiro","Badminton","Badminton  Doubles","Silver",0,-0.5,"Mixed"
"83",19898,"Peter Charles","M",52,175,78,"Great Britain","GBR","2012 Summer",2012,"Summer","London","Equestrianism","Equestrianism  Jumping, Team","Gold",1,-0.5,"Mixed"
"84",20621,"Darren M. Chiacchia","M",39,177,74,"United States","USA","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism  Three-Day Event, Team","Bronze",0,-0.5,"Mixed"
"85",22646,"Malcolm ""Mac"" Cone","M",55,188,82,"Canada","CAN","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Jumping, Team","Silver",0,-0.5,"Mixed"
"86",22867,"Althea Kristina ""Tina"" Cook (Gifford-)","F",37,175,71,"Great Britain","GBR","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Three-Day Event, Individual","Bronze",0,0.5,"Mixed"
"87",22867,"Althea Kristina ""Tina"" Cook (Gifford-)","F",37,175,71,"Great Britain","GBR","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Three-Day Event, Team","Bronze",0,0.5,"Mixed"
"88",22867,"Althea Kristina ""Tina"" Cook (Gifford-)","F",41,175,71,"Great Britain","GBR","2012 Summer",2012,"Summer","London","Equestrianism","Equestrianism  Three-Day Event, Team","Silver",0,0.5,"Mixed"
"89",23096,"Monique Adelinde Cornelissen","F",33,168,55,"Netherlands","NED","2012 Summer",2012,"Summer","London","Equestrianism","Equestrianism  Dressage, Individual","Silver",0,0.5,"Mixed"
"90",23096,"Monique Adelinde Cornelissen","F",33,168,55,"Netherlands","NED","2012 Summer",2012,"Summer","London","Equestrianism","Equestrianism  Dressage, Team","Bronze",0,0.5,"Mixed"
"91",23466,"Didier Courrges","M",44,171,65,"France","FRA","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism  Three-Day Event, Team","Gold",1,-0.5,"Mixed"
"92",23544,"Mark Covell","M",32,201,130,"Great Britain","GBR","2000 Summer",2000,"Summer","Sydney","Sailing","Sailing  Two Person Keelboat","Silver",0,-0.5,"Mixed"
"93",25384,"Lisa Darmanin","F",24,168,65,"Australia","AUS","2016 Summer",2016,"Summer","Rio de Janeiro","Sailing","Sailing  Multihull","Silver",0,0.5,"Mixed"
"94",25591,"Bruce Oram Davidson","M",46,180,66,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Equestrianism","Equestrianism  Three-Day Event, Team","Silver",0,-0.5,"Mixed"
"95",25709,"Lucy Davis","F",23,165,55,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism  Jumping, Team","Silver",0,0.5,"Mixed"
"96",25713,"Meryl Elizabeth Davis","F",23,160,49,"United States-1","USA","2010 Winter",2010,"Winter","Vancouver","Figure Skating","Figure Skating  Ice Dancing","Silver",0,0.5,"Mixed"
"97",25713,"Meryl Elizabeth Davis","F",27,160,49,"United States-1","USA","2014 Winter",2014,"Winter","Sochi","Figure Skating","Figure Skating  Ice Dancing","Gold",1,0.5,"Mixed"
"98",25713,"Meryl Elizabeth Davis","F",27,160,49,"United States","USA","2014 Winter",2014,"Winter","Sochi","Figure Skating","Figure Skating  Team","Bronze",0,0.5,"Mixed"
"99",25718,"Paul Martin Davis","M",42,193,105,"Norway","NOR","2000 Summer",2000,"Summer","Sydney","Sailing","Sailing  Three Person Keelboat","Bronze",0,-0.5,"Mixed"
"100",25898,"Luiz Felipe Cortizo Gonalves de Azevedo","M",42,179,73,"Brazil","BRA","1996 Summer",1996,"Summer","Atlanta","Equestrianism","Equestrianism  Jumping, Team","Bronze",0,-0.5,"Mixed"
"101",25898,"Luiz Felipe Cortizo Gonalves de Azevedo","M",47,179,73,"Brazil","BRA","2000 Summer",2000,"Summer","Sydney","Equestrianism","Equestrianism  Jumping, Team","Bronze",0,-0.5,"Mixed"
"102",26839,"Christopher Colin Dean","M",35,180,73,"Great Britain","GBR","1994 Winter",1994,"Winter","Lillehammer","Figure Skating","Figure Skating  Ice Dancing","Bronze",0,-0.5,"Mixed"
"103",27442,"Albert Mikhaylovich Demchenko","M",42,185,95,"Russia","RUS","2014 Winter",2014,"Winter","Sochi","Luge","Luge  Team Relay","Silver",0,-0.5,"Mixed"
"104",27609,"Aleksandr Vladimirovich Denisyev","M",22,189,100,"Russia","RUS","2014 Winter",2014,"Winter","Sochi","Luge","Luge  Team Relay","Silver",0,-0.5,"Mixed"
"105",27912,"Daniel Deuer","M",34,190,76,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism  Jumping, Team","Bronze",0,-0.5,"Mixed"
"106",28324,"Andreas Dibowski","M",42,181,73,"Germany","GER","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Three-Day Event, Team","Gold",1,-0.5,"Mixed"
"107",28333,"Katherine Mary ""Daisy"" Dick (-Berkeley)","F",36,168,55,"Great Britain","GBR","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Three-Day Event, Team","Bronze",0,0.5,"Mixed"
"108",28902,"Artur Valeryevich Dmitriyev","M",26,183,82,"Russia-2","RUS","1994 Winter",1994,"Winter","Lillehammer","Figure Skating","Figure Skating  Pairs","Silver",0,-0.5,"Mixed"
"109",28902,"Artur Valeryevich Dmitriyev","M",30,183,82,"Russia-1","RUS","1998 Winter",1998,"Winter","Nagano","Figure Skating","Figure Skating  Pairs","Gold",1,-0.5,"Mixed"
"110",29041,"Alvaro Affonso ""Doda"" de Miranda Neto","M",23,186,86,"Brazil","BRA","1996 Summer",1996,"Summer","Atlanta","Equestrianism","Equestrianism  Jumping, Team","Bronze",0,-0.5,"Mixed"
"111",29041,"Alvaro Affonso ""Doda"" de Miranda Neto","M",27,186,86,"Brazil","BRA","2000 Summer",2000,"Summer","Sydney","Equestrianism","Equestrianism  Jumping, Team","Bronze",0,-0.5,"Mixed"
"112",29296,"Oksana Aleksandrovna Domnina","F",25,173,56,"Russia-1","RUS","2010 Winter",2010,"Winter","Vancouver","Figure Skating","Figure Skating  Ice Dancing","Bronze",0,0.5,"Mixed"
"113",29751,"Robert Jeffrey Dover","M",40,178,68,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Equestrianism","Equestrianism  Dressage, Team","Bronze",0,-0.5,"Mixed"
"114",29751,"Robert Jeffrey Dover","M",44,178,68,"United States","USA","2000 Summer",2000,"Summer","Sydney","Equestrianism","Equestrianism  Dressage, Team","Bronze",0,-0.5,"Mixed"
"115",29751,"Robert Jeffrey Dover","M",48,178,68,"United States","USA","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism  Dressage, Team","Bronze",0,-0.5,"Mixed"
"116",29928,"Christopher James ""Chris"" Draper","M",26,176,69,"Great Britain","GBR","2004 Summer",2004,"Summer","Athina","Sailing","Sailing  Skiff","Bronze",0,-0.5,"Mixed"
"117",30245,"Jeroen Dubbeldam","M",27,185,85,"Netherlands","NED","2000 Summer",2000,"Summer","Sydney","Equestrianism","Equestrianism  Jumping, Individual","Gold",1,-0.5,"Mixed"
"118",30491,"Meagan Duhamel","F",28,148,48,"Canada","CAN","2014 Winter",2014,"Winter","Sochi","Figure Skating","Figure Skating  Team","Silver",0,0.5,"Mixed"
"119",30505,"Charlotte Susan Jane Dujardin","F",27,170,57,"Great Britain","GBR","2012 Summer",2012,"Summer","London","Equestrianism","Equestrianism  Dressage, Individual","Gold",1,0.5,"Mixed"
"120",30505,"Charlotte Susan Jane Dujardin","F",27,170,57,"Great Britain","GBR","2012 Summer",2012,"Summer","London","Equestrianism","Equestrianism  Dressage, Team","Gold",1,0.5,"Mixed"
"121",30505,"Charlotte Susan Jane Dujardin","F",31,170,57,"Great Britain","GBR","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism  Dressage, Individual","Gold",1,0.5,"Mixed"
"122",30505,"Charlotte Susan Jane Dujardin","F",31,170,57,"Great Britain","GBR","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism  Dressage, Team","Silver",0,0.5,"Mixed"
"123",30918,"Phillip Peter Dutton","M",32,168,68,"Australia","AUS","1996 Summer",1996,"Summer","Atlanta","Equestrianism","Equestrianism  Three-Day Event, Team","Gold",1,-0.5,"Mixed"
"124",30918,"Phillip Peter Dutton","M",37,168,68,"Australia","AUS","2000 Summer",2000,"Summer","Sydney","Equestrianism","Equestrianism  Three-Day Event, Team","Gold",1,-0.5,"Mixed"
"125",30918,"Phillip Peter Dutton","M",52,168,68,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism  Three-Day Event, Individual","Bronze",0,-0.5,"Mixed"
"126",31296,"Fernando Echavarri Erasum","M",35,180,76,"Spain","ESP","2008 Summer",2008,"Summer","Beijing","Sailing","Sailing  Multihull","Gold",1,-0.5,"Mixed"
"127",31342,"Tiril Kampenhaug Eckhoff","F",23,163,59,"Norway","NOR","2014 Winter",2014,"Winter","Sochi","Biathlon","Biathlon  2 x 6 kilometres and 2 x 7.5 kilometres Relay","Gold",1,0.5,"Mixed"
"128",31641,"Marcus Ehning","M",26,168,64,"Germany","GER","2000 Summer",2000,"Summer","Sydney","Equestrianism","Equestrianism  Jumping, Team","Gold",1,-0.5,"Mixed"
"129",31778,"Lloyd Edgar Eisler, Jr.","M",30,180,81,"Canada-1","CAN","1994 Winter",1994,"Winter","Lillehammer","Figure Skating","Figure Skating  Pairs","Bronze",0,-0.5,"Mixed"
"130",32518,"Gail Elizabeth Emms","F",27,162,61,"Great Britain-1","GBR","2004 Summer",2004,"Summer","Athina","Badminton","Badminton  Doubles","Silver",0,0.5,"Mixed"
"131",32932,"Jens Dyrlv Eriksen","M",34,191,83,"Denmark-2","DEN","2004 Summer",2004,"Summer","Athina","Badminton","Badminton  Doubles","Bronze",0,-0.5,"Mixed"
"132",32988,"Ulf Peter Tobias Eriksson","M",44,176,66,"Sweden","SWE","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism  Jumping, Team","Silver",0,-0.5,"Mixed"
"133",33212,"Carlos Mauricio Espnola Lorenzo","M",32,175,72,"Argentina","ARG","2004 Summer",2004,"Summer","Athina","Sailing","Sailing  Multihull","Bronze",0,-0.5,"Mixed"
"134",33212,"Carlos Mauricio Espnola Lorenzo","M",36,175,72,"Argentina","ARG","2008 Summer",2008,"Summer","Beijing","Sailing","Sailing  Multihull","Bronze",0,-0.5,"Mixed"
"135",34164,"Kent Farrington","M",35,173,66,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism  Jumping, Team","Silver",0,-0.5,"Mixed"
"136",34887,"Xabier Fernndez Gaztaaga","M",27,181,81,"Spain","ESP","2004 Summer",2004,"Summer","Athina","Sailing","Sailing  Skiff","Gold",1,-0.5,"Mixed"
"137",34887,"Xabier Fernndez Gaztaaga","M",31,181,81,"Spain","ESP","2008 Summer",2008,"Summer","Beijing","Sailing","Sailing  Skiff","Silver",0,-0.5,"Mixed"
"138",34995,"Marcelo Bastos Ferreira","M",30,181,104,"Brazil","BRA","1996 Summer",1996,"Summer","Atlanta","Sailing","Sailing  Two Person Keelboat","Gold",1,-0.5,"Mixed"
"139",34995,"Marcelo Bastos Ferreira","M",34,181,104,"Brazil","BRA","2000 Summer",2000,"Summer","Sydney","Sailing","Sailing  Two Person Keelboat","Bronze",0,-0.5,"Mixed"
"140",35027,"Beatriz Ferrer-Salat Serra de Migui","F",38,176,58,"Spain","ESP","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism  Dressage, Individual","Bronze",0,0.5,"Mixed"
"141",35027,"Beatriz Ferrer-Salat Serra de Migui","F",38,176,58,"Spain","ESP","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism  Dressage, Team","Silver",0,0.5,"Mixed"
